URL,Domain,Labels Used,Citations,Cases,Record Types,Verbatim Quotes,Deep Links,HTTP Status,Page Exists,Claim Supported,Verdict,Notes
https://pmc.ncbi.nlm.nih.gov/articles/PMC7375159/,pmc.ncbi.nlm.nih.gov,Kotlarz et al. (PubMed Central),1,GenX Contamination in the Cape Fear River,Evidence,1,#/case/genx-pfas/chain/pfas-harm/D5,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/PMC7752102,pmc.ncbi.nlm.nih.gov,PMC,1,COVID-19 School Closures and Reopenings,Timeline entry,0,#/case/covid-schools/timeline,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/PMC8224863/,pmc.ncbi.nlm.nih.gov,PMC,1,COVID-19 Vaccine Mandates,Timeline entry,0,#/case/covid-vaccines/timeline,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/PMC8474804/,pmc.ncbi.nlm.nih.gov,PMC,1,COVID-19 Vaccine Mandates,Timeline entry,0,#/case/covid-vaccines/timeline,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/PMC9176070/,pmc.ncbi.nlm.nih.gov,PMC,1,Youth Mental Health & Addiction on Meta Platforms,Timeline entry,0,#/case/meta-youth/timeline,,,,,
https://pmc.ncbi.nlm.nih.gov/articles/PMC9663766/,pmc.ncbi.nlm.nih.gov,McLaren et al. 2022,1,COVID-19 Vaccine Mandates,Comparable case,0,#/case/covid-vaccines/spine/pr/1,,,,,
https://portal.ct.gov/-/media/departments-and-agencies/dph/dph/environmental_health/eoha/pdf/cancerclustertechbrieffinalpdf.pdf,portal.ct.gov,Connecticut Department of Public Health,1,GenX Contamination in the Cape Fear River,Proposal chain counter-evidence,1,#/case/genx-pfas/spine/pr/1/l/0,,,,,
https://portcitydaily.com/local-news/2017/06/22/cfpua-wraps-review-of-communication-practices-doesnt-talk-to-former-communication-chief-news,portcitydaily.com,Port City Daily,1,GenX Contamination in the Cape Fear River,Timeline entry,0,#/case/genx-pfas/timeline,,,,,
https://portcitydaily.com/local-news/2022/06/24/brunswick-officials-celebrate-low-pfas-in-water-typically-achieved-through-reverse-osmosis/,portcitydaily.com,Port City Daily,1,GenX Contamination in the Cape Fear River,Impact evidence,0,#/case/genx-pfas/spine/i/3,,,,,
https://portcitydaily.com/local-news/2022/10/11/cfpua-reports-pfas-free-water-with-new-filtration-system-online/,portcitydaily.com,Port City Daily,1,GenX Contamination in the Cape Fear River,Evidence,1,#/case/genx-pfas/chain/pfas-harm/R6,,,,,
https://press.uchicago.edu/ucp/books/book/chicago/P/bo22879533.html,press.uchicago.edu,University of Chicago Press,1,COVID-19 Vaccine Mandates,Evidence,1,#/case/covid-vaccines/chain/vax-total/V1,,,,,
https://progressivereform.org/cpr-blog/north-carolina-v-chemours-early-reflections-on-an-ongoing-state-environmental-enforcement-case/,progressivereform.org,Center for Progressive Reform,1,GenX Contamination in the Cape Fear River,Evidence,1,#/case/genx-pfas/chain/pfas-harm/R1,,,,,
https://publichealth.jmir.org/2024/1/e49695,publichealth.jmir.org,JMIR Public Health Surveill 2024,1,COVID-19 Vaccine Mandates,Evidence,1,#/case/covid-vaccines/chain/vax-total/V4,,,,,
https://pubmed.ncbi.nlm.nih.gov/30944443,pubmed.ncbi.nlm.nih.gov,PubMed,1,Youth Mental Health & Addiction on Meta Platforms,Timeline entry,0,#/case/meta-youth/timeline,,,,,
https://pubmed.ncbi.nlm.nih.gov/36894396/,pubmed.ncbi.nlm.nih.gov,Vaccine 41(14),1,COVID-19 Vaccine Mandates,Counter-evidence,1,#/case/covid-vaccines/chain/vax-fair/F4,,,,,
https://pubmed.ncbi.nlm.nih.gov/37093505/,pubmed.ncbi.nlm.nih.gov,European Journal of Epidemiology,1,COVID-19 Vaccine Mandates,Evidence,1,#/case/covid-vaccines/chain/vax-total/V3,,,,,
https://pubmed.ncbi.nlm.nih.gov/39026196/,pubmed.ncbi.nlm.nih.gov,BMC Public Health 2024 (NCT04952376),1,COVID-19 Vaccine Mandates,Counter-evidence,1,#/case/covid-vaccines/chain/vax-total/V4,,,,,
https://pubmed.ncbi.nlm.nih.gov/39181556/,pubmed.ncbi.nlm.nih.gov,BMJ Open protocol (NCT05822219),1,COVID-19 Vaccine Mandates,Counter-evidence,1,#/case/covid-vaccines/chain/vax-total/V4,,,,,
https://pubmed.ncbi.nlm.nih.gov/40397441/,pubmed.ncbi.nlm.nih.gov,PubMed,1,Youth Mental Health & Addiction on Meta Platforms,Timeline entry,0,#/case/meta-youth/timeline,,,,,
https://pubs.acs.org/doi/abs/10.1021/acs.estlett.6b00398,pubs.acs.org,"Sun et al. 2016, ES&T Letters",1,GenX Contamination in the Cape Fear River,Evidence,1,#/case/genx-pfas/chain/pfas-harm/D3,,,,,
https://researchonline.lshtm.ac.uk/id/eprint/4315/,researchonline.lshtm.ac.uk,Frisbee et al. 2009,1,GenX Contamination in the Cape Fear River,Proposal chain evidence,1,#/case/genx-pfas/spine/pr/4/l/2,,,,,
https://scholar.law.colorado.edu/cgi/viewcontent.cgi?httpsredir=1&article=1018&context=books_reports_studies,scholar.law.colorado.edu,Kenney et al. 2004,1,GenX Contamination in the Cape Fear River,Proposal chain evidence,1,#/case/genx-pfas/spine/pr/6/l/1,,,,,
https://searchlightnm.org/toxic-timeline-a-brief-history-of-pfas,searchlightnm.org,SearchlightNM,1,GenX Contamination in the Cape Fear River,Timeline entry,0,#/case/genx-pfas/timeline,,,,,
https://socialserviceworkforce.org/wp-content/uploads/2024/03/Does-Decentralization-Increase-Gov-Responsiveness.pdf,socialserviceworkforce.org,Faguet 2004,1,COVID-19 School Closures and Reopenings,Proposal chain evidence,1,#/case/covid-schools/spine/pr/2/l/1,,,,,
https://ssrga.com/bresky_blog/recent-litigation-concerning-covid-19-vaccination-mandates-and-religious-exemptions/,ssrga.com,SSRGA,1,COVID-19 Vaccine Mandates,Timeline entry,0,#/case/covid-vaccines/timeline,,,,,
https://stacks.cdc.gov/view/cdc/11425,stacks.cdc.gov,CDC,1,COVID-19 School Closures and Reopenings,Timeline entry,0,#/case/covid-schools/timeline,,,,,
https://static.ewg.org/reports/2019/pfa-timeline/3M-DuPont-Timeline_sm.pdf,static.ewg.org,EWG 3M/DuPont timeline,1,GenX Contamination in the Cape Fear River,Evidence,1,#/case/genx-pfas/chain/pfas-harm/D1,,,,,
https://static.ewg.org/reports/2020/pfas-epa-timeline/1998_3M-Alerts-EPA.pdf,static.ewg.org,EWG EPA Timeline,1,GenX Contamination in the Cape Fear River,Timeline entry,0,#/case/genx-pfas/timeline,,,,,
https://supreme.justia.com/cases/federal/us/197/11/,supreme.justia.com,Jacobson v. Massachusetts,1,COVID-19 Vaccine Mandates,Timeline entry,0,#/case/covid-vaccines/timeline,,,,,
https://tera.org/Alliance%20for%20Risk/Workshop%20Xll/CaseSummaryPFOA.pdf,tera.org,Brede et al. 2010,1,GenX Contamination in the Cape Fear River,Impact evidence,1,#/case/genx-pfas/spine/i/1,,,,,
https://thenextweb.com/news/meta-google-fund-us-kids-groups-conflict-of-interest,thenextweb.com,The Next Web,1,Youth Mental Health & Addiction on Meta Platforms,Timeline entry,0,#/case/meta-youth/timeline,,,,,
https://time.com/5868098/schools-reopening-coronavirus-denmark-south-korea-israel/,time.com,Time,1,COVID-19 School Closures and Reopenings,Proposal chain counter-evidence,0,#/case/covid-schools/spine/pr/1/l/1,,,,,
https://webservices.ncleg.gov/ViewDocSiteFile/18237,webservices.ncleg.gov,PFAST Network report to NCGA,1,GenX Contamination in the Cape Fear River,Evidence,1,#/case/genx-pfas/chain/pfas-harm/R5,,,,,
https://whqr.org/post/genx-general-assembly-commission-meets-wilmington,whqr.org,WHQR,1,GenX Contamination in the Cape Fear River,Participation instance,0,#/case/genx-pfas/chain/pfas-harm/R1/p/2,,,,,
https://www.aeaweb.org/articles?id=10.1257%2Faer.20190830,aeaweb.org,Hjort et al. 2021,1,COVID-19 Vaccine Mandates,Proposal chain evidence,1,#/case/covid-vaccines/spine/pr/3/l/1,,,,,
https://www.aeaweb.org/conference/2018/preliminary/paper/eSR58nDd,aeaweb.org,Evans and Shimshack 2018,1,GenX Contamination in the Cape Fear River,Proposal chain evidence,0,#/case/genx-pfas/spine/pr/1/l/0,,,,,
https://www.axios.com/2021/09/14/axios-ipsos-poll-covid-vaccine-mandates-biden,axios.com,Axios,1,COVID-19 Vaccine Mandates,Timeline entry,0,#/case/covid-vaccines/timeline,,,,,
https://www.bbc.com/news/technology-58707753,bbc.com,BBC,1,Youth Mental Health & Addiction on Meta Platforms,Timeline entry,0,#/case/meta-youth/timeline,,,,,
https://www.biorxiv.org/content/10.1101/661959v1.full.pdf,biorxiv.org,Bedson et al. 2019,1,COVID-19 Vaccine Mandates,Comparable case,0,#/case/covid-vaccines/spine/pr/2,,,,,
https://www.bladenjournal.com/news/21094/chemours-ordered-to-reduce-emissions-pay-fine,bladenjournal.com,Bladen Journal,1,GenX Contamination in the Cape Fear River,Evidence,1,#/case/genx-pfas/chain/pfas-harm/R3,,,,,
https://www.blumenthal.senate.gov/imo/media/doc/2021.10.20%20-%20Facebook%20and%20Instagram%20-%20Consumer%20Protection%20Invitation.pdf,blumenthal.senate.gov,Blumenthal Letter,1,Youth Mental Health & Addiction on Meta Platforms,Timeline entry,0,#/case/meta-youth/timeline,,,,,
https://www.brookings.edu/articles/teachers-unions-scapegoats-or-bad-faith-actors-in-covid-19-school-reopening-decisions/,brookings.edu,Brookings,1,COVID-19 School Closures and Reopenings,Evidence,1,#/case/covid-schools/chain/schools-legitimacy/S2,,,,,
https://www.bu.edu/sph/news/articles/2022/health-centers-are-improving-covid-19-vaccine-equity-among-people-of-color,bu.edu,BU School of Public Health summary,1,COVID-19 Vaccine Mandates,Evidence,1,#/case/covid-vaccines/chain/vax-fair/F3,,,,,
https://www.businesschemistry.org/article/impacts-of-the-reach-candidate-list-of-substances-subject-to-authorisation-the-reputation-mechanism-and-empirical-results-on-behavioral-adaptations-of-german-supply-chain-actors/,businesschemistry.org,Journal of Business Chemistry,1,GenX Contamination in the Cape Fear River,Comparable case,0,#/case/genx-pfas/spine/pr/2,,,,,
https://www.businessinsider.com/facebook-building-instagram-app-for-kids-under-13-report-2021-3/,businessinsider.com,Business Insider,1,Youth Mental Health & Addiction on Meta Platforms,Timeline entry,0,#/case/meta-youth/timeline,,,,,
https://www.businessinsider.com/facebook-trust-collapses-after-cambridge-analytica-data-scandal-2018-4,businessinsider.com,Business Insider,1,Youth Mental Health & Addiction on Meta Platforms,Timeline entry,0,#/case/meta-youth/timeline,,,,,
https://www.cambridge.org/core/journals/american-political-science-review/article/is-deliberation-an-antidote-to-extreme-partisan-polarization-reflections-on-america-in-one-room/5DEFB6F8D944ECDE77A5E80C3346D4DE,cambridge.org,Fishkin et al. 2021,1,COVID-19 School Closures and Reopenings,Proposal chain evidence,0,#/case/covid-schools/spine/pr/2/l/1,,,,,
https://www.cdc.gov/covid/php/surveillance/index.html,cdc.gov,CDC,1,COVID-19 Vaccine Mandates,Timeline entry,0,#/case/covid-vaccines/timeline,,,,,
https://www.cdc.gov/mmwr/preview/mmwrhtml/su6301a2.htm,cdc.gov,US Centers for Disease Control and Prevention,1,GenX Contamination in the Cape Fear River,Comparable case,0,#/case/genx-pfas/spine/pr/5,,,,,
https://www.cdc.gov/mmwr/volumes/69/wr/mm6950e2.htm,cdc.gov,CDC MMWR,1,COVID-19 Vaccine Mandates,Timeline entry,0,#/case/covid-vaccines/timeline,,,,,
https://www.cdc.gov/mmwr/volumes/70/wr/mm7022e1.htm,cdc.gov,MMWR 70(22),1,COVID-19 Vaccine Mandates,Evidence,1,#/case/covid-vaccines/chain/vax-fair/F1,,,,,
https://www.cdc.gov/mmwr/volumes/70/wr/mm7031e2.htm,cdc.gov,CDC MMWR,1,COVID-19 Vaccine Mandates,Timeline entry,0,#/case/covid-vaccines/timeline,,,,,
https://www.cdc.gov/mmwr/volumes/70/wr/mm7034e4.htm,cdc.gov,CDC MMWR,1,COVID-19 Vaccine Mandates,Timeline entry,0,#/case/covid-vaccines/timeline,,,,,
https://www.cdc.gov/mmwr/volumes/70/wr/mm705152e2.htm,cdc.gov,US Centers for Disease Control and Prevention,1,COVID-19 School Closures and Reopenings,Proposal chain evidence,1,#/case/covid-schools/spine/pr/1/l/2,,,,,
https://www.cdc.gov/mmwr/volumes/71/su/su7103a3.htm,cdc.gov,CDC MMWR,1,COVID-19 School Closures and Reopenings,Timeline entry,0,#/case/covid-schools/timeline,,,,,
https://www.cleancapefear.org/,cleancapefear.org,Clean Cape Fear,1,GenX Contamination in the Cape Fear River,Participation instance,0,#/case/genx-pfas/chain/pfas-harm/R5/p/1,,,,,
https://www.cnbc.com/2021/05/19/students-protest-mandatory-covid-vaccinations-at-colleges.html,cnbc.com,CNBC,1,COVID-19 Vaccine Mandates,Timeline entry,0,#/case/covid-vaccines/timeline,,,,,
https://www.cnbc.com/2021/09/23/facebook-exec-will-testify-at-senate-hearing-after-report-finds-instagram-harms-teen-mental-health.html,cnbc.com,CNBC,1,Youth Mental Health & Addiction on Meta Platforms,Timeline entry,0,#/case/meta-youth/timeline,,,,,
https://www.cnbc.com/2021/12/08/biden-vaccine-mandate-senate-votes-to-overturn-osha-rule.html,cnbc.com,CNBC (Senate vote),1,COVID-19 Vaccine Mandates,Evidence,1,#/case/covid-vaccines/chain/vax-total/V5,,,,,
https://www.commerce.senate.gov/wp-content/uploads/media/doc/Frances%20Haugen%20Written%20Testimony.pdf,commerce.senate.gov,Written Testimony,1,Youth Mental Health & Addiction on Meta Platforms,Timeline entry,0,#/case/meta-youth/timeline,,,,,
https://www.comscore.com/Insights/Press-Releases/2007/07/Teenagers-and-Adults-Flood-Facebook,comscore.com,Comscore,1,Youth Mental Health & Addiction on Meta Platforms,Timeline entry,0,#/case/meta-youth/timeline,,,,,
https://www.csresources.org/our-history,csresources.org,Citizen Science Community Resources,1,GenX Contamination in the Cape Fear River,Comparable case,0,#/case/genx-pfas/spine/pr/1,,,,,
https://www.deq.nc.gov/genx/2019-02-20-final-deq-response-comments-proposed-consent/download,deq.nc.gov,DEQ Response to Public Comment,1,GenX Contamination in the Cape Fear River,Evidence,1,#/case/genx-pfas/chain/pfas-harm/R4,,,,,
https://www.deq.nc.gov/news/key-issues/genx-investigation,deq.nc.gov,NC DEQ,1,GenX Contamination in the Cape Fear River,Timeline entry,0,#/case/genx-pfas/timeline,,,,,
https://www.deq.nc.gov/news/press-releases/2018/11/21/release-state-officials-require-chemours-provide-permanent-drinking,deq.nc.gov,"NC DEQ press release, Nov. 21, 2018",1,GenX Contamination in the Cape Fear River,Evidence,1,#/case/genx-pfas/chain/pfas-harm/R3,,,,,
https://www.deq.nc.gov/news/press-releases/2020/08/13/deq-orders-additional-pfas-reductions-chemours,deq.nc.gov,NC DEQ,1,GenX Contamination in the Cape Fear River,Evidence,1,#/case/genx-pfas/chain/pfas-harm/R4,,,,,
https://www.ednc.org/08-21-2025-how-do-people-feel-about-public-schools-and-education-policy-national-survey-gives-insight/,ednc.org,PDK 2025 results,1,COVID-19 School Closures and Reopenings,Counter-evidence,1,#/case/covid-schools/chain/schools-legitimacy/S4,,,,,
https://www.epa.gov/sites/default/files/2015-09/documents/teitelbaum.pdf,epa.gov,US Environmental Protection Agency,1,GenX Contamination in the Cape Fear River,Comparable case,0,#/case/genx-pfas/spine/pr/2,,,,,
https://www.epa.gov/sites/default/files/2019-09/documents/_epaoig_notificationmemo_9-23-19_dupont.pdf,epa.gov,"EPA OIG notification memo, Sept. 23, 2019",1,GenX Contamination in the Cape Fear River,Evidence,1,#/case/genx-pfas/chain/pfas-harm/D2,,,,,
https://www.epa.gov/system/files/documents/2023-03/GenX-Tox-Assessment-technical-factsheet-March-2023-Update.pdf,epa.gov,US Environmental Protection Agency,1,GenX Contamination in the Cape Fear River,Impact counter-evidence,1,#/case/genx-pfas/spine/i/2,,,,,
https://www.epa.gov/toxics-release-inventory-tri-program/addition-certain-pfas-tri-national-defense-authorization-act,epa.gov,US Environmental Protection Agency,1,GenX Contamination in the Cape Fear River,Mechanism that should have worked,0,#/case/genx-pfas/spine/m/5,,,,,
https://www.epa.gov/trinationalanalysis/releases-chemicals,epa.gov,US Environmental Protection Agency,1,GenX Contamination in the Cape Fear River,Comparable case,0,#/case/genx-pfas/spine/pr/2,,,,,
https://www.eurekalert.org/news-releases/829673,eurekalert.org,Petersen et al. 2021,1,COVID-19 Vaccine Mandates,Proposal chain evidence,1,#/case/covid-vaccines/spine/pr/0/l/0,,,,,
https://www.eurosurveillance.org/content/10.2807/1560-7917.ES.2018.23.17.18-00048,eurosurveillance.org,Lévy-Bruhl et al. 2018,1,COVID-19 Vaccine Mandates,Comparable case,0,#/case/covid-vaccines/spine/pr/1,,,,,
https://www.ewg.org/news-insights/news-release/epa-finds-dupont-guilty-withholding-teflon-blood-and-water-pollution,ewg.org,EWG,1,GenX Contamination in the Cape Fear River,Timeline entry,0,#/case/genx-pfas/timeline,,,,,
https://www.faasafety.gov/files/events/EA/EA23/2010/EA2334954/NASA_Reporting.pdf,faasafety.gov,US Federal Aviation Administration,1,GenX Contamination in the Cape Fear River,Comparable case,0,#/case/genx-pfas/spine/pr/0,,,,,
https://www.fda.gov/news-events/press-announcements/fda-approves-first-covid-19-vaccine,fda.gov,FDA,1,COVID-19 Vaccine Mandates,Timeline entry,0,#/case/covid-vaccines/timeline,,,,,
https://www.foxnews.com/media/facebook-targeting-children-parents-trust-social-media,foxnews.com,Fox News,1,Youth Mental Health & Addiction on Meta Platforms,Timeline entry,0,#/case/meta-youth/timeline,,,,,
https://www.ftc.gov/news-events/news/press-releases/2023/05/ftc-proposes-blanket-prohibition-preventing-facebook-monetizing-youth-data,ftc.gov,FTC,1,Youth Mental Health & Addiction on Meta Platforms,Timeline entry,0,#/case/meta-youth/timeline,,,,,
https://www.ftc.gov/news-events/news/press-releases/2023/12/ftc-proposes-strengthening-childrens-privacy-rule-further-limit-companies-ability-monetize-childrens,ftc.gov,FTC,1,Youth Mental Health & Addiction on Meta Platforms,Timeline entry,0,#/case/meta-youth/timeline,,,,,
https://www.ftc.gov/system/files/ftc_gov/pdf/coppa_sbp_1.16_0.pdf,ftc.gov,FTC Final Rule,1,Youth Mental Health & Addiction on Meta Platforms,Timeline entry,0,#/case/meta-youth/timeline,,,,,
https://www.gao.gov/products/gao-22-104457,gao.gov,US Government Accountability Office,1,COVID-19 Vaccine Mandates,Proposal chain evidence,0,#/case/covid-vaccines/spine/pr/3/l/0,,,,,
https://www.govinfo.gov/content/pkg/DCPD-202100073/pdf/DCPD-202100073.pdf,govinfo.gov,GovInfo,1,COVID-19 School Closures and Reopenings,Timeline entry,0,#/case/covid-schools/timeline,,,,,
https://www.govinfo.gov/content/pkg/DCPD-202100733/pdf/DCPD-202100733.pdf,govinfo.gov,GovInfo,1,COVID-19 Vaccine Mandates,Timeline entry,0,#/case/covid-vaccines/timeline,,,,,
https://www.healio.com/news/infectious-disease/20210917/fda-committee-votes-against-blanket-recommendation-for-covid19-vaccine-boosters,healio.com,Healio,1,COVID-19 Vaccine Mandates,Mechanism that should have worked,0,#/case/covid-vaccines/spine/m/1,,,,,
https://www.hhs.gov/surgeongeneral/reports-and-publications/youth-mental-health/social-media/index.html,hhs.gov,HHS,1,Youth Mental Health & Addiction on Meta Platforms,Timeline entry,0,#/case/meta-youth/timeline,,,,,
https://www.iarc.who.int/news-events/iarc-monographs-evaluate-the-carcinogenicity-of-perfluorooctanoic-acid-pfoa-and-perfluorooctanesulfonic-acid-pfos,iarc.who.int,International Agency for Research on Cancer,1,GenX Contamination in the Cape Fear River,Impact evidence,1,#/case/genx-pfas/spine/i/2,,,,,
https://www.jakobsvensson.com/uploads/9/9/1/0/99107788/124-2-735.pdf,jakobsvensson.com,Björkman and Svensson 2009,1,COVID-19 Vaccine Mandates,Comparable case,0,#/case/covid-vaccines/spine/pr/2,,,,,
https://www.johnlocke.org/research/genx-early-responses-to-unregulated-contaminants-in-the-cape-fear-river/,johnlocke.org,John Locke Foundation,1,GenX Contamination in the Cape Fear River,Evidence,1,#/case/genx-pfas/chain/pfas-harm/D2,,,,,
https://www.justice.gov/archives/opa/pr/tonawanda-coke-and-manager-sentenced-violating-clean-air-act-and-resource-conservation-and,justice.gov,US Department of Justice,1,GenX Contamination in the Cape Fear River,Comparable case,0,#/case/genx-pfas/spine/pr/1,,,,,
https://www.kff.org/covid-19/kff-covid-19-vaccine-monitor-access-information-experiences-hispanic-adults/,kff.org,KFF Vaccine Monitor,1,COVID-19 Vaccine Mandates,Evidence,1,#/case/covid-vaccines/chain/vax-fair/F1,,,,,
https://www.kff.org/covid-19/kff-covid-19-vaccine-monitor-october-2021,kff.org,KFF,1,COVID-19 Vaccine Mandates,Timeline entry,0,#/case/covid-vaccines/timeline,,,,,
https://www.kff.org/covid-19/latest-data-on-covid-19-vaccinations-by-race-ethnicity/,kff.org,KFF,1,COVID-19 Vaccine Mandates,Evidence,1,#/case/covid-vaccines/chain/vax-fair/F1,,,,,
https://www.kff.org/health-information-trust/kff-tracking-poll-on-health-information-and-trust-vaccine-safety-and-trust/,kff.org,KFF Tracking Poll April 2025,1,COVID-19 Vaccine Mandates,Evidence,1,#/case/covid-vaccines/chain/vax-total/V5,,,,,
https://www.markey.senate.gov/news/press-releases/senators-markey-sasse-blunt-schatz-collins-bennet-and-reps-raskin-gonzalez-trahan-reintroduce-bipartisan-bicameral-legislation-to-study-impact-of-technology-and-media-on-children,markey.senate.gov,Senate,1,Youth Mental Health & Addiction on Meta Platforms,Timeline entry,0,#/case/meta-youth/timeline,,,,,
https://www.mdpi.com/1660-4601/16/18/3268,mdpi.com,Seto et al. 2019,1,GenX Contamination in the Cape Fear River,Proposal chain evidence,1,#/case/genx-pfas/spine/pr/1/l/1,,,,,
https://www.mdpi.com/1660-4601/21/7/905,mdpi.com,Rochester et al. 2024,1,GenX Contamination in the Cape Fear River,Proposal chain evidence,1,#/case/genx-pfas/spine/pr/4/l/1,,,,,
https://www.mdpi.com/2076-328X/12/6/170,mdpi.com,Behavioral Sciences 12(6):170,1,COVID-19 Vaccine Mandates,Evidence,1,#/case/covid-vaccines/chain/vax-total/V2,,,,,
https://www.michigan.gov/-/media/Project/Websites/mde/2020/07/15/Item_IIIA1_PPT_Introduction_Dr_Rice.pdf?rev=3afe168a69d94ad59db08bbf4c893965,michigan.gov,Michigan.gov,1,COVID-19 School Closures and Reopenings,Timeline entry,0,#/case/covid-schools/timeline,,,,,
https://www.michigan.gov/whitmer/news/press-releases/2020/06/03/governor-whitmer-appoints-educators-parents-students-to-covid-19-return-to-school-advisory-council,michigan.gov,Michigan Executive Office,1,COVID-19 School Closures and Reopenings,Participation instance,0,#/case/covid-schools/chain/schools-legitimacy/S1/p/0,,,,,
https://www.naag.org/press-releases/attorneys-general-urge-facebook-to-abandon-launch-of-instagram-kids/,naag.org,NAAG,1,Youth Mental Health & Addiction on Meta Platforms,Timeline entry,0,#/case/meta-youth/timeline,,,,,
https://www.nationsreportcard.gov/highlights/ltt/2022/,nationsreportcard.gov,NAEP Long-Term Trend 2022,1,COVID-19 School Closures and Reopenings,Evidence,1,#/case/covid-schools/chain/schools-legitimacy/S8,,,,,
https://www.nature.com/articles/s41586-024-07591-x,nature.com,Nature 2024 (nudge megastudy),1,COVID-19 Vaccine Mandates,Counter-evidence,1,#/case/covid-vaccines/chain/vax-total/V4,,,,,
https://www.nature.com/articles/s41598-021-00256-z,nature.com,Albarracin et al. 2021,1,COVID-19 Vaccine Mandates,Proposal chain counter-evidence,1,#/case/covid-vaccines/spine/pr/1/l/1,,,,,
https://www.nature.com/articles/s41598-024-54441-x,nature.com,Dong et al. 2024,1,COVID-19 Vaccine Mandates,Proposal chain counter-evidence,1,#/case/covid-vaccines/spine/pr/0/l/1,,,,,
https://www.nbcnews.com/politics/white-house/federal-vaccination-data-show-mixed-record-equity-n1276833,nbcnews.com,NBC News analysis,1,COVID-19 Vaccine Mandates,Counter-evidence,1,#/case/covid-vaccines/chain/vax-fair/F3,,,,,
https://www.nber.org/papers/w12882,nber.org,"Dyck, Morse and Zingales 2007",1,GenX Contamination in the Cape Fear River,Proposal chain evidence,1,#/case/genx-pfas/spine/pr/0/l/0,,,,,
https://www.nber.org/papers/w14123,nber.org,Olken 2008,1,COVID-19 School Closures and Reopenings,Proposal chain evidence,1,#/case/covid-schools/spine/pr/0/l/1,,,,,
https://www.nber.org/papers/w16695,nber.org,Graff Zivin et al. 2011,1,GenX Contamination in the Cape Fear River,Proposal chain evidence,1,#/case/genx-pfas/spine/pr/2/l/1,,,,,
https://www.nber.org/papers/w22323,nber.org,Alsan and Wanamaker 2016,1,COVID-19 School Closures and Reopenings,Proposal chain evidence,1,#/case/covid-schools/spine/pr/4/l/2,,,,,
https://www.nber.org/papers/w25941,nber.org,Hjort et al. 2021,1,COVID-19 School Closures and Reopenings,Proposal chain evidence,0,#/case/covid-schools/spine/pr/1/l/2,,,,,
https://www.nber.org/papers/w29262,nber.org,Musaddiq et al. 2021,1,COVID-19 School Closures and Reopenings,Proposal chain evidence,0,#/case/covid-schools/spine/pr/4/l/2,,,,,
https://www.nber.org/papers/w30144,nber.org,"DellaVigna, Kim and Linos 2022",1,COVID-19 Vaccine Mandates,Proposal chain evidence,1,#/case/covid-vaccines/spine/pr/3/l/1,,,,,
https://www.ncleg.gov/BillLookup/2025/H569,ncleg.gov,NCGA HB 569,1,GenX Contamination in the Cape Fear River,Evidence,1,#/case/genx-pfas/chain/pfas-harm/R6,,,,,
https://www.northcarolinahealthnews.org/2017/08/17/genx-pollution-what-happened-when/,northcarolinahealthnews.org,NC Health News,1,GenX Contamination in the Cape Fear River,Evidence,1,#/case/genx-pfas/chain/pfas-harm/D3,,,,,
https://www.northcarolinahealthnews.org/2020/09/09/nc-getting-tougher-on-pfas-polluters-but-researchers-say-more-action-is-needed/,northcarolinahealthnews.org,NC Health News,1,GenX Contamination in the Cape Fear River,Evidence,1,#/case/genx-pfas/chain/pfas-harm/R4,,,,,
https://www.npr.org/2020/07/08/888898194/trump-blasts-expensive-cdc-guidelines-for-reopening-schools,npr.org,NPR,1,COVID-19 School Closures and Reopenings,Timeline entry,0,#/case/covid-schools/timeline,,,,,
https://www.npr.org/2021/03/18/978840432/biden-administration-to-meet-goal-of-100-million-vaccine-doses-on-friday,npr.org,NPR,1,COVID-19 Vaccine Mandates,Timeline entry,0,#/case/covid-vaccines/timeline,,,,,
https://www.npr.org/2026/03/25/nx-s1-5746125/meta-youtube-social-media-trial-verdict,npr.org,NPR,1,Youth Mental Health & Addiction on Meta Platforms,Timeline entry,0,#/case/meta-youth/timeline,,,,,
https://www.npr.org/sections/coronavirus-live-updates/2020/07/10/889848834/nations-pediatricians-walk-back-support-for-in-person-school,npr.org,NPR,1,COVID-19 School Closures and Reopenings,Timeline entry,0,#/case/covid-schools/timeline,,,,,
https://www.npr.org/sections/health-shots/2022/01/07/1071449137/cdc-is-criticized-for-failing-to-communicate-promises-to-do-better,npr.org,NPR,1,COVID-19 Vaccine Mandates,Evidence,1,#/case/covid-vaccines/chain/vax-total/V1,,,,,
https://www.nytco.com/press/updating-our-covid-data-project/,nytco.com,NYT Co.,1,COVID-19 Vaccine Mandates,Participation instance,0,#/case/covid-vaccines/chain/vax-total/V1/p/0,,,,,
https://www.nytimes.com/2020/06/29/insider/coronavirus-cases-new-york-times.html,nytimes.com,NYT,1,COVID-19 Vaccine Mandates,Participation instance,0,#/case/covid-vaccines/chain/vax-total/V1/p/0,,,,,
https://www.nytimes.com/article/flatten-curve-coronavirus.html,nytimes.com,NYT,1,COVID-19 School Closures and Reopenings,Timeline entry,0,#/case/covid-schools/timeline,,,,,
